config,config_name,prompt,task,correct,flake8_total,flake8_ws,flake8_nonws,flake8_W291,flake8_W293,flake8_W391,flake8_E303,flake8_codes,raw_loc,lloc,sloc,comments,blank,radon_raw_ok,bandit_loc,cc_mean,cc_max,cc_blocks,radon_cc_ok,style_per100_lloc,style_per100_sloc,style_nonws_per100_lloc,bandit_total,bandit_high,bandit_medium,bandit_low,bandit_undef,bandit_conf_high,bandit_conf_medium,bandit_conf_low,bandit_tests,semgrep_total,semgrep_error,semgrep_warning,semgrep_info,semgrep_rules,stored_lint_issues,stored_security_issues,stored_complexity_avg,stored_lint_score,stored_security_score,stored_complexity_score
sonnet45-std,Claude Sonnet 4.5,std,task158,1,10,10,0,0,10,0,0,W293:10,42,17,16,6,10,1,26,6.0,6,1,1,58.8235,62.5,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task159,1,9,9,0,0,9,0,0,W293:9,41,14,13,7,11,1,23,9.0,9,1,1,64.2857,69.2308,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task160,1,17,17,0,0,17,0,0,W293:17,99,42,40,12,21,1,66,9.5,10,2,1,40.4762,42.5,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task161,1,13,13,0,0,13,0,0,W293:13,72,33,32,13,15,1,44,14.0,14,1,1,39.3939,40.625,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task162,1,14,14,0,0,14,0,0,W293:14,85,35,33,18,16,1,53,8.0,8,2,1,40.0,42.4242,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task163,1,23,23,0,0,23,0,0,W293:23,128,90,80,21,25,1,82,14.0,18,2,1,25.5556,28.75,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task164,1,14,14,0,0,14,0,0,W293:14,80,50,50,14,16,1,50,12.0,12,2,1,28.0,28.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task165,1,23,23,0,0,23,0,0,W293:23,90,46,42,12,23,1,55,3.0,3,1,1,50.0,54.7619,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task166,1,9,9,0,0,9,0,0,W293:9,44,21,20,6,11,1,27,6.0,6,1,1,42.8571,45.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task167,1,20,20,0,0,20,0,0,W293:20,84,32,30,11,24,1,49,4.5,7,2,1,62.5,66.6667,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task168,1,16,16,0,0,16,0,0,W293:16,100,70,66,17,16,1,67,25.0,25,1,1,22.8571,24.2424,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task169,1,23,23,0,0,23,0,0,W293:23,89,44,42,18,23,1,49,17.0,17,1,1,52.2727,54.7619,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task17,1,14,14,0,0,14,0,0,W293:14,95,56,51,16,14,1,67,3.0,3,1,1,25.0,27.451,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task170,1,12,12,0,0,12,0,0,W293:12,62,27,26,11,14,1,37,7.0,7,1,1,44.4444,46.1538,0.0,1,0,1,0,0,0,0,1,B608:1,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task171,1,12,12,0,0,12,0,0,W293:12,70,26,32,10,14,1,46,10.0,10,1,1,46.1538,37.5,0.0,1,0,1,0,0,0,0,1,B608:1,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task172,1,8,8,0,0,8,0,0,W293:8,56,19,29,4,10,1,42,5.0,5,1,1,42.1053,27.5862,0.0,1,0,1,0,0,0,0,1,B608:1,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task173,1,22,20,2,0,20,0,0,E501:1;F841:1;W293:20,101,45,51,13,22,1,66,14.0,14,1,1,48.8889,43.1373,4.4444,3,0,3,0,0,0,0,3,B608:3,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task174,1,21,21,0,0,21,0,0,W293:21,88,41,37,14,23,1,51,11.0,11,1,1,51.2195,56.7568,0.0,1,0,1,0,0,0,0,1,B608:1,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task175,1,4,4,0,0,4,0,0,W293:4,33,28,27,0,6,1,27,2.6,4,5,1,14.2857,14.8148,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task176,1,13,13,0,0,13,0,0,W293:13,109,68,65,7,15,1,87,5.0,9,5,1,19.1176,20.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task177,1,14,14,0,0,14,0,0,W293:14,74,39,35,0,16,1,58,2.1667,3,6,1,35.8974,40.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task178,1,11,11,0,0,11,0,0,W293:11,69,42,42,17,13,1,42,4.0,8,4,1,26.1905,26.1905,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task179,1,14,14,0,0,14,0,0,W293:14,77,44,43,18,16,1,43,4.2,7,5,1,31.8182,32.5581,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task180,1,11,11,0,0,11,0,0,W293:11,65,46,46,6,13,1,46,3.8889,7,9,1,23.913,23.913,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task181,1,9,9,0,0,9,0,0,W293:9,83,56,54,1,23,1,59,1.6316,5,19,1,16.0714,16.6667,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task182,1,10,10,0,0,10,0,0,W293:10,58,46,36,0,12,1,46,1.4167,2,12,1,21.7391,27.7778,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task183,1,13,13,0,0,13,0,0,W293:13,61,39,38,5,17,1,39,2.0,4,10,1,33.3333,34.2105,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task184,1,11,11,0,0,11,0,0,W293:11,62,43,37,4,11,1,47,2.5,5,6,1,25.5814,29.7297,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task185,1,11,11,0,0,11,0,0,W293:11,63,40,35,7,13,1,43,2.0,2,1,1,27.5,31.4286,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task186,1,13,13,0,0,13,0,0,W293:13,108,56,50,23,19,1,68,5.3333,10,3,1,23.2143,26.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task187,1,8,8,0,0,8,0,0,W293:8,38,17,16,2,10,1,26,2.0,2,1,1,47.0588,50.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task188,1,22,22,0,0,22,0,0,W293:22,111,68,62,13,24,1,74,2.0,2,1,1,32.3529,35.4839,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-std,Claude Sonnet 4.5,std,task189,1,15,15,0,0,15,0,0,W293:15,76,34,31,9,19,1,48,5.5,7,2,1,44.1176,48.3871,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task018,1,8,8,0,0,8,0,0,W293:8,39,21,20,3,8,1,28,7.0,7,1,1,38.0952,40.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task019,1,12,12,0,0,12,0,0,W293:12,64,28,22,2,12,1,50,2.1667,3,6,1,42.8571,54.5455,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task02,1,5,5,0,0,5,0,0,W293:5,23,7,6,4,5,1,14,2.0,2,1,1,71.4286,83.3333,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task020,1,6,6,0,0,6,0,0,W293:6,36,17,15,8,6,1,22,7.0,7,1,1,35.2941,40.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task021,1,19,17,2,0,17,0,0,F401:2;W293:17,73,32,31,15,19,1,40,13.0,13,1,1,59.375,61.2903,6.25,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task022,1,9,9,0,1,8,0,0,W291:1;W293:8,42,17,16,6,8,1,28,9.0,9,1,1,52.9412,56.25,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task023,1,7,6,1,0,6,0,0,F401:1;W293:6,33,14,13,3,8,1,22,5.0,5,1,1,50.0,53.8462,7.1429,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task024,1,15,15,0,0,15,0,0,W293:15,67,40,39,7,15,1,47,5.0,5,1,1,37.5,38.4615,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task025,1,7,7,0,0,7,0,0,W293:7,34,15,12,5,7,1,22,5.0,5,1,1,46.6667,58.3333,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task026,1,10,10,0,0,10,0,0,W293:10,46,21,19,8,10,1,28,4.0,4,1,1,47.619,52.6316,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task027,1,12,12,0,0,12,0,0,W293:12,55,25,24,10,12,1,33,10.0,10,1,1,48.0,50.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task028,1,11,11,0,0,11,0,0,W293:11,66,32,30,9,13,1,44,5.5,6,2,1,34.375,36.6667,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task029,1,7,7,0,0,7,0,0,W293:7,36,15,14,7,7,1,22,9.0,9,1,1,46.6667,50.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task03,1,6,6,0,0,6,0,0,W293:6,31,11,9,5,6,1,20,5.0,5,1,1,54.5455,66.6667,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task030,1,10,10,0,0,10,0,0,W293:10,46,10,9,15,12,1,19,3.0,3,1,1,100.0,111.1111,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task031,1,7,7,0,0,7,0,0,W293:7,48,23,22,11,7,1,30,8.0,8,1,1,30.4348,31.8182,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task032,1,15,15,0,0,15,0,0,W293:15,69,32,31,11,17,1,41,16.0,16,1,1,46.875,48.3871,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task033,1,11,11,0,0,11,0,0,W293:11,49,22,20,10,11,1,28,8.0,8,1,1,50.0,55.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task034,1,9,9,0,0,9,0,0,W293:9,50,19,18,13,9,1,28,12.0,12,1,1,47.3684,50.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task035,1,9,9,0,0,9,0,0,W293:9,44,18,17,8,9,1,27,8.0,8,1,1,50.0,52.9412,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task036,1,15,15,0,0,15,0,0,W293:15,74,35,30,2,15,1,57,3.4,4,5,1,42.8571,50.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task037,1,12,12,0,0,12,0,0,W293:12,66,24,20,4,14,1,48,3.0,4,4,1,50.0,60.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task038,1,6,6,0,0,6,0,0,W293:6,41,21,20,5,6,1,30,6.0,6,1,1,28.5714,30.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task039,1,23,23,0,0,23,0,0,W293:23,93,43,41,7,25,1,61,8.5,9,2,1,53.4884,56.0976,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task04,1,15,15,0,0,15,0,0,W293:15,80,45,44,9,17,1,54,16.0,16,1,1,33.3333,34.0909,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task040,1,8,8,0,0,8,0,0,W293:8,49,14,27,5,8,1,36,6.0,6,1,1,57.1429,29.6296,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task041,1,11,11,0,0,11,0,0,W293:11,57,25,22,7,11,1,39,8.0,8,1,1,44.0,50.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task042,1,12,12,0,0,12,0,0,W293:12,66,35,34,10,12,1,44,12.0,12,1,1,34.2857,35.2941,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task043,1,11,11,0,0,11,0,0,W293:11,64,24,27,17,11,1,39,11.0,11,1,1,45.8333,40.7407,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task044,1,13,13,0,0,13,0,0,W293:13,59,31,28,7,15,1,38,8.0,9,2,1,41.9355,46.4286,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task045,1,9,9,0,0,9,0,0,W293:9,41,17,16,6,9,1,26,7.0,7,1,1,52.9412,56.25,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task046,1,10,10,0,1,9,0,0,W291:1;W293:9,51,19,25,7,9,1,35,8.0,8,1,1,52.6316,40.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task047,1,7,7,0,0,7,0,0,W293:7,43,17,20,7,9,1,27,6.0,6,1,1,41.1765,35.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task048,1,10,9,1,0,9,0,0,E302:1;W293:9,57,29,34,6,10,1,41,12.0,12,1,1,34.4828,29.4118,3.4483,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task049,1,16,16,0,0,16,0,0,W293:16,82,44,40,18,16,1,49,16.0,16,1,1,36.3636,40.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task05,1,12,11,1,0,11,0,0,F401:1;W293:11,66,30,29,11,13,1,42,10.0,10,1,1,40.0,41.3793,3.3333,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task050,1,5,5,0,0,5,0,0,W293:5,27,12,11,3,5,1,19,6.0,6,1,1,41.6667,45.4545,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task051,1,9,9,0,0,9,0,0,W293:9,40,15,14,4,9,1,27,7.0,7,1,1,60.0,64.2857,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task052,1,11,11,0,0,11,0,0,W293:11,52,25,24,10,11,1,31,10.0,10,1,1,44.0,45.8333,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task053,1,9,7,2,0,7,0,0,F401:1;F841:1;W293:7,44,21,20,6,9,1,29,8.0,8,1,1,42.8571,45.0,9.5238,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task054,1,13,12,1,0,12,0,0,F841:1;W293:12,72,39,38,12,14,1,46,14.0,14,1,1,33.3333,34.2105,2.5641,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task055,1,9,8,1,0,8,0,0,F401:1;W293:8,57,32,31,7,10,1,40,10.0,10,1,1,28.125,29.0323,3.125,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task056,1,17,17,0,0,17,0,0,W293:17,86,44,43,14,19,1,53,14.0,14,1,1,38.6364,39.5349,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task057,1,13,12,1,0,12,0,0,F401:1;W293:12,75,33,37,10,14,1,51,10.0,10,1,1,39.3939,35.1351,3.0303,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task058,1,18,18,0,0,18,0,0,W293:18,93,52,51,8,20,1,65,17.0,17,1,1,34.6154,35.2941,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task059,1,12,9,3,0,9,0,0,F401:1;F541:1;F841:1;W293:9,53,23,21,10,11,1,32,9.0,9,1,1,52.1739,57.1429,13.0435,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task06,1,16,16,0,0,16,0,0,W293:16,81,44,43,10,18,1,53,16.0,16,1,1,36.3636,37.2093,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task060,1,17,17,0,0,17,0,0,W293:17,108,55,58,20,19,1,70,12.0,12,1,1,30.9091,29.3103,0.0,1,1,0,0,0,1,0,0,B103:1,1,0,1,0,python.lang.security.audit.insecure-file-permissions.insecure-file-permissions:1,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task061,1,10,9,1,0,9,0,0,F401:1;W293:9,52,22,21,9,11,1,32,9.0,9,1,1,45.4545,47.619,4.5455,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task062,1,22,21,1,2,19,0,0,F841:1;W291:2;W293:19,102,51,51,14,23,1,66,8.5,13,2,1,43.1373,43.1373,1.9608,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task063,1,10,10,0,0,10,0,0,W293:10,53,25,24,9,12,1,33,8.0,8,1,1,40.0,41.6667,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task064,1,6,6,0,0,6,0,0,W293:6,34,14,13,3,8,1,23,5.0,5,1,1,42.8571,46.1538,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task065,1,9,8,1,0,8,0,0,F541:1;W293:8,46,15,13,2,12,1,32,2.5,3,2,1,60.0,69.2308,6.6667,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task066,1,8,8,0,0,8,0,0,W293:8,30,13,12,0,8,1,22,5.0,5,1,1,61.5385,66.6667,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task067,1,8,8,0,0,8,0,0,W293:8,35,12,11,5,10,1,20,3.0,3,1,1,66.6667,72.7273,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task068,1,4,4,0,0,4,0,0,W293:4,29,10,9,6,6,1,17,3.0,3,1,1,40.0,44.4444,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task069,1,14,11,3,0,11,0,0,F541:3;W293:11,57,26,25,9,13,1,35,8.0,8,1,1,53.8462,56.0,11.5385,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task07,1,9,9,0,0,9,0,0,W293:9,46,17,16,8,11,1,27,2.0,2,1,1,52.9412,56.25,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task070,1,17,17,0,0,17,0,0,W293:17,105,59,49,10,21,1,74,2.0,7,11,1,28.8136,34.6939,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task071,1,12,12,0,0,12,0,0,W293:12,72,29,32,14,14,1,44,7.0,7,1,1,41.3793,37.5,0.0,1,0,0,1,0,1,0,0,B110:1,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task072,1,18,18,0,0,18,0,0,W293:18,109,62,67,15,18,1,76,20.0,20,1,1,29.0323,26.8657,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task073,1,12,12,0,0,12,0,0,W293:12,61,29,31,7,14,1,40,8.0,8,1,1,41.3793,38.7097,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task074,1,15,15,0,0,15,0,0,W293:15,70,31,30,12,17,1,41,13.0,13,1,1,48.3871,50.0,0.0,2,0,2,0,0,0,0,2,B608:2,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task075,1,23,22,1,0,22,0,0,F541:1;W293:22,133,75,66,5,24,1,104,3.0,6,9,1,30.6667,34.8485,1.3333,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task077,1,17,17,0,0,17,0,0,W293:17,106,53,53,13,21,1,72,7.0,12,2,1,32.0755,32.0755,0.0,1,0,1,0,0,0,0,1,B608:1,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task078,1,29,29,0,0,29,0,0,W293:29,136,61,56,20,29,1,87,7.4,10,5,1,47.541,51.7857,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task079,1,13,13,0,0,13,0,0,W293:13,69,33,41,7,13,1,49,14.0,14,1,1,39.3939,31.7073,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task08,1,21,20,1,0,20,0,0,F401:1;W293:20,121,72,66,23,22,1,76,22.0,22,1,1,29.1667,31.8182,1.3889,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task080,1,15,15,0,0,15,0,0,W293:15,86,42,40,10,19,1,57,7.0,12,2,1,35.7143,37.5,0.0,1,0,1,0,0,0,0,1,B608:1,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task081,1,10,10,0,0,10,0,0,W293:10,73,39,41,11,10,1,52,15.0,15,1,1,25.641,24.3902,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task082,1,14,13,1,0,13,0,0,F401:1;W293:13,58,23,22,13,15,1,30,9.0,9,1,1,60.8696,63.6364,4.3478,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task083,0,10,10,0,0,10,0,0,W293:10,76,45,44,10,12,1,54,14.0,14,1,1,22.2222,22.7273,0.0,2,0,0,2,0,2,0,0,B110:2,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task084,1,7,7,0,1,6,0,0,W291:1;W293:6,36,17,16,4,6,1,26,9.0,9,1,1,41.1765,43.75,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task085,1,9,9,0,0,9,0,0,W293:9,55,23,22,9,11,1,35,11.0,11,1,1,39.1304,40.9091,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task086,1,17,17,0,0,17,0,0,W293:17,109,64,69,20,17,1,77,25.0,25,1,1,26.5625,24.6377,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task087,1,10,10,0,0,10,0,0,W293:10,40,20,17,6,10,1,24,6.0,6,1,1,50.0,58.8235,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task088,1,12,12,0,0,12,0,0,W293:12,62,33,30,13,12,1,37,13.0,13,1,1,36.3636,40.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task089,1,8,8,0,0,8,0,0,W293:8,47,20,19,4,10,1,33,10.0,10,1,1,40.0,42.1053,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task09,0,10,10,0,0,10,0,0,W293:10,55,30,27,10,10,1,36,11.0,11,1,1,33.3333,37.037,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task090,1,15,13,2,0,13,0,0,F601:2;W293:13,79,15,52,12,13,1,54,5.0,5,1,1,100.0,28.8462,13.3333,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
sonnet45-sec,Claude Sonnet 4.5,sec,task091,1,10,10,0,0,10,0,0,W293:10,55,25,20,0,12,1,43,1.6,3,5,1,40.0,50.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
