config,model,prompt,task,pre_audit_pass,post_audit_pass
haiku45-sec,Claude Haiku 4.5,sec,task061,False,True
haiku45-sec,Claude Haiku 4.5,sec,task062,True,True
haiku45-sec,Claude Haiku 4.5,sec,task063,False,True
haiku45-sec,Claude Haiku 4.5,sec,task064,True,True
haiku45-sec,Claude Haiku 4.5,sec,task065,True,True
haiku45-sec,Claude Haiku 4.5,sec,task066,True,True
haiku45-sec,Claude Haiku 4.5,sec,task067,True,True
haiku45-sec,Claude Haiku 4.5,sec,task068,True,True
haiku45-sec,Claude Haiku 4.5,sec,task069,True,True
haiku45-sec,Claude Haiku 4.5,sec,task07,True,True
haiku45-sec,Claude Haiku 4.5,sec,task070,False,True
haiku45-sec,Claude Haiku 4.5,sec,task071,True,True
haiku45-sec,Claude Haiku 4.5,sec,task072,True,True
haiku45-sec,Claude Haiku 4.5,sec,task073,True,True
haiku45-sec,Claude Haiku 4.5,sec,task074,True,True
haiku45-sec,Claude Haiku 4.5,sec,task075,True,True
haiku45-sec,Claude Haiku 4.5,sec,task077,False,False
haiku45-sec,Claude Haiku 4.5,sec,task078,True,True
haiku45-sec,Claude Haiku 4.5,sec,task079,True,True
haiku45-sec,Claude Haiku 4.5,sec,task08,True,False
haiku45-sec,Claude Haiku 4.5,sec,task080,True,True
haiku45-sec,Claude Haiku 4.5,sec,task081,True,True
haiku45-sec,Claude Haiku 4.5,sec,task082,True,True
haiku45-sec,Claude Haiku 4.5,sec,task083,True,True
haiku45-sec,Claude Haiku 4.5,sec,task084,True,True
haiku45-sec,Claude Haiku 4.5,sec,task085,True,True
haiku45-sec,Claude Haiku 4.5,sec,task086,True,True
haiku45-sec,Claude Haiku 4.5,sec,task087,True,True
haiku45-sec,Claude Haiku 4.5,sec,task088,True,True
haiku45-sec,Claude Haiku 4.5,sec,task089,True,True
haiku45-sec,Claude Haiku 4.5,sec,task09,True,False
haiku45-sec,Claude Haiku 4.5,sec,task090,True,True
haiku45-sec,Claude Haiku 4.5,sec,task091,True,True
haiku45-sec,Claude Haiku 4.5,sec,task092,True,False
haiku45-sec,Claude Haiku 4.5,sec,task093,True,False
haiku45-sec,Claude Haiku 4.5,sec,task094,True,True
haiku45-sec,Claude Haiku 4.5,sec,task095,True,True
haiku45-sec,Claude Haiku 4.5,sec,task096,True,True
haiku45-sec,Claude Haiku 4.5,sec,task097,True,True
haiku45-sec,Claude Haiku 4.5,sec,task098,True,True
haiku45-sec,Claude Haiku 4.5,sec,task099,True,True
haiku45-sec,Claude Haiku 4.5,sec,task10,True,True
haiku45-sec,Claude Haiku 4.5,sec,task100,True,True
haiku45-sec,Claude Haiku 4.5,sec,task101,True,True
haiku45-sec,Claude Haiku 4.5,sec,task102,True,True
haiku45-sec,Claude Haiku 4.5,sec,task103,False,True
haiku45-sec,Claude Haiku 4.5,sec,task104,True,True
haiku45-sec,Claude Haiku 4.5,sec,task105,False,True
haiku45-sec,Claude Haiku 4.5,sec,task106,True,True
haiku45-sec,Claude Haiku 4.5,sec,task107,True,True
haiku45-sec,Claude Haiku 4.5,sec,task108,True,True
haiku45-sec,Claude Haiku 4.5,sec,task109,True,True
haiku45-sec,Claude Haiku 4.5,sec,task11,True,True
haiku45-sec,Claude Haiku 4.5,sec,task110,True,True
haiku45-sec,Claude Haiku 4.5,sec,task111,True,True
haiku45-sec,Claude Haiku 4.5,sec,task112,True,True
haiku45-sec,Claude Haiku 4.5,sec,task113,True,True
haiku45-sec,Claude Haiku 4.5,sec,task114,True,True
haiku45-sec,Claude Haiku 4.5,sec,task115,True,True
haiku45-sec,Claude Haiku 4.5,sec,task116,True,True
haiku45-sec,Claude Haiku 4.5,sec,task117,True,True
haiku45-sec,Claude Haiku 4.5,sec,task118,True,True
haiku45-sec,Claude Haiku 4.5,sec,task119,True,True
haiku45-sec,Claude Haiku 4.5,sec,task12,False,True
haiku45-sec,Claude Haiku 4.5,sec,task120,True,True
haiku45-sec,Claude Haiku 4.5,sec,task121,True,True
haiku45-sec,Claude Haiku 4.5,sec,task122,True,True
haiku45-sec,Claude Haiku 4.5,sec,task123,True,True
haiku45-sec,Claude Haiku 4.5,sec,task124,True,True
haiku45-sec,Claude Haiku 4.5,sec,task125,True,True
haiku45-sec,Claude Haiku 4.5,sec,task126,True,True
haiku45-sec,Claude Haiku 4.5,sec,task127,True,True
haiku45-sec,Claude Haiku 4.5,sec,task128,True,True
haiku45-sec,Claude Haiku 4.5,sec,task13,True,True
haiku45-sec,Claude Haiku 4.5,sec,task130,True,True
haiku45-sec,Claude Haiku 4.5,sec,task131,True,True
haiku45-sec,Claude Haiku 4.5,sec,task132,True,True
haiku45-sec,Claude Haiku 4.5,sec,task133,True,True
haiku45-sec,Claude Haiku 4.5,sec,task134,True,True
haiku45-sec,Claude Haiku 4.5,sec,task135,True,True
haiku45-sec,Claude Haiku 4.5,sec,task136,True,True
haiku45-sec,Claude Haiku 4.5,sec,task137,True,True
haiku45-sec,Claude Haiku 4.5,sec,task138,True,True
haiku45-sec,Claude Haiku 4.5,sec,task139,True,True
haiku45-sec,Claude Haiku 4.5,sec,task14,False,False
haiku45-sec,Claude Haiku 4.5,sec,task15,True,False
haiku45-sec,Claude Haiku 4.5,sec,task17,False,True
sonnet45-std,Claude Sonnet 4.5,std,task018,True,True
sonnet45-std,Claude Sonnet 4.5,std,task019,True,True
sonnet45-std,Claude Sonnet 4.5,std,task02,True,True
sonnet45-std,Claude Sonnet 4.5,std,task020,True,True
sonnet45-std,Claude Sonnet 4.5,std,task021,True,True
sonnet45-std,Claude Sonnet 4.5,std,task022,True,True
sonnet45-std,Claude Sonnet 4.5,std,task023,True,True
sonnet45-std,Claude Sonnet 4.5,std,task024,True,True
sonnet45-std,Claude Sonnet 4.5,std,task025,True,True
sonnet45-std,Claude Sonnet 4.5,std,task026,True,True
sonnet45-std,Claude Sonnet 4.5,std,task027,True,True
sonnet45-std,Claude Sonnet 4.5,std,task028,True,False
sonnet45-std,Claude Sonnet 4.5,std,task029,True,True
sonnet45-std,Claude Sonnet 4.5,std,task03,True,True
sonnet45-std,Claude Sonnet 4.5,std,task030,True,True
sonnet45-std,Claude Sonnet 4.5,std,task031,True,True
sonnet45-std,Claude Sonnet 4.5,std,task032,True,True
sonnet45-std,Claude Sonnet 4.5,std,task033,True,True
sonnet45-std,Claude Sonnet 4.5,std,task034,True,True
sonnet45-std,Claude Sonnet 4.5,std,task035,True,True
sonnet45-std,Claude Sonnet 4.5,std,task036,True,True
sonnet45-std,Claude Sonnet 4.5,std,task037,True,True
sonnet45-std,Claude Sonnet 4.5,std,task038,True,True
sonnet45-std,Claude Sonnet 4.5,std,task039,True,True
sonnet45-std,Claude Sonnet 4.5,std,task04,True,True
sonnet45-std,Claude Sonnet 4.5,std,task040,True,True
sonnet45-std,Claude Sonnet 4.5,std,task041,True,True
sonnet45-std,Claude Sonnet 4.5,std,task042,False,False
sonnet45-std,Claude Sonnet 4.5,std,task043,True,True
sonnet45-std,Claude Sonnet 4.5,std,task044,True,True
sonnet45-std,Claude Sonnet 4.5,std,task045,True,True
sonnet45-std,Claude Sonnet 4.5,std,task046,True,True
sonnet45-std,Claude Sonnet 4.5,std,task047,True,True
sonnet45-std,Claude Sonnet 4.5,std,task048,True,True
sonnet45-std,Claude Sonnet 4.5,std,task049,True,True
sonnet45-std,Claude Sonnet 4.5,std,task05,True,True
sonnet45-std,Claude Sonnet 4.5,std,task050,True,True
sonnet45-std,Claude Sonnet 4.5,std,task051,True,True
sonnet45-std,Claude Sonnet 4.5,std,task052,True,True
sonnet45-std,Claude Sonnet 4.5,std,task053,True,True
sonnet45-std,Claude Sonnet 4.5,std,task054,True,True
sonnet45-std,Claude Sonnet 4.5,std,task055,True,True
sonnet45-std,Claude Sonnet 4.5,std,task056,True,True
sonnet45-std,Claude Sonnet 4.5,std,task057,True,True
sonnet45-std,Claude Sonnet 4.5,std,task058,True,True
sonnet45-std,Claude Sonnet 4.5,std,task059,True,True
sonnet45-std,Claude Sonnet 4.5,std,task06,True,True
sonnet45-std,Claude Sonnet 4.5,std,task060,True,True
sonnet45-std,Claude Sonnet 4.5,std,task061,False,True
sonnet45-std,Claude Sonnet 4.5,std,task062,True,True
sonnet45-std,Claude Sonnet 4.5,std,task063,False,True
sonnet45-std,Claude Sonnet 4.5,std,task064,True,True
sonnet45-std,Claude Sonnet 4.5,std,task065,True,True
sonnet45-std,Claude Sonnet 4.5,std,task066,True,True
sonnet45-std,Claude Sonnet 4.5,std,task067,True,True
sonnet45-std,Claude Sonnet 4.5,std,task068,True,True
sonnet45-std,Claude Sonnet 4.5,std,task069,True,True
sonnet45-std,Claude Sonnet 4.5,std,task07,True,True
sonnet45-std,Claude Sonnet 4.5,std,task070,False,False
sonnet45-std,Claude Sonnet 4.5,std,task071,True,True
sonnet45-std,Claude Sonnet 4.5,std,task072,True,True
sonnet45-std,Claude Sonnet 4.5,std,task073,True,True
sonnet45-std,Claude Sonnet 4.5,std,task074,True,True
sonnet45-std,Claude Sonnet 4.5,std,task075,True,True
sonnet45-std,Claude Sonnet 4.5,std,task077,True,True
sonnet45-std,Claude Sonnet 4.5,std,task078,True,True
sonnet45-std,Claude Sonnet 4.5,std,task079,True,True
sonnet45-std,Claude Sonnet 4.5,std,task08,True,True
sonnet45-std,Claude Sonnet 4.5,std,task080,False,False
sonnet45-std,Claude Sonnet 4.5,std,task081,True,True
sonnet45-std,Claude Sonnet 4.5,std,task082,True,True
sonnet45-std,Claude Sonnet 4.5,std,task083,False,False
sonnet45-std,Claude Sonnet 4.5,std,task084,True,True
sonnet45-std,Claude Sonnet 4.5,std,task085,True,True
sonnet45-std,Claude Sonnet 4.5,std,task086,True,True
sonnet45-std,Claude Sonnet 4.5,std,task087,True,True
sonnet45-std,Claude Sonnet 4.5,std,task088,True,True
sonnet45-std,Claude Sonnet 4.5,std,task089,True,True
sonnet45-std,Claude Sonnet 4.5,std,task09,True,True
sonnet45-std,Claude Sonnet 4.5,std,task090,True,True
sonnet45-std,Claude Sonnet 4.5,std,task091,True,True
sonnet45-std,Claude Sonnet 4.5,std,task092,True,True
sonnet45-std,Claude Sonnet 4.5,std,task093,True,False
sonnet45-std,Claude Sonnet 4.5,std,task094,True,True
sonnet45-std,Claude Sonnet 4.5,std,task095,True,True
sonnet45-std,Claude Sonnet 4.5,std,task096,True,True
sonnet45-std,Claude Sonnet 4.5,std,task097,True,True
sonnet45-std,Claude Sonnet 4.5,std,task098,True,True
sonnet45-std,Claude Sonnet 4.5,std,task099,True,True
sonnet45-std,Claude Sonnet 4.5,std,task10,True,True
sonnet45-std,Claude Sonnet 4.5,std,task100,True,True
sonnet45-std,Claude Sonnet 4.5,std,task101,True,True
sonnet45-std,Claude Sonnet 4.5,std,task102,True,True
sonnet45-std,Claude Sonnet 4.5,std,task103,False,True
sonnet45-std,Claude Sonnet 4.5,std,task104,True,True
sonnet45-std,Claude Sonnet 4.5,std,task105,False,True
sonnet45-std,Claude Sonnet 4.5,std,task106,True,True
sonnet45-std,Claude Sonnet 4.5,std,task107,True,True
sonnet45-std,Claude Sonnet 4.5,std,task108,True,True
sonnet45-std,Claude Sonnet 4.5,std,task109,True,True
sonnet45-std,Claude Sonnet 4.5,std,task11,True,True
sonnet45-std,Claude Sonnet 4.5,std,task110,True,True
sonnet45-std,Claude Sonnet 4.5,std,task111,True,True
sonnet45-std,Claude Sonnet 4.5,std,task112,True,True
sonnet45-std,Claude Sonnet 4.5,std,task113,True,True
sonnet45-std,Claude Sonnet 4.5,std,task114,True,True
sonnet45-std,Claude Sonnet 4.5,std,task115,True,True
sonnet45-std,Claude Sonnet 4.5,std,task116,True,True
sonnet45-std,Claude Sonnet 4.5,std,task117,True,True
sonnet45-std,Claude Sonnet 4.5,std,task118,True,True
sonnet45-std,Claude Sonnet 4.5,std,task119,True,True
sonnet45-std,Claude Sonnet 4.5,std,task12,False,True
sonnet45-std,Claude Sonnet 4.5,std,task120,True,True
sonnet45-std,Claude Sonnet 4.5,std,task121,True,True
sonnet45-std,Claude Sonnet 4.5,std,task122,True,True
sonnet45-std,Claude Sonnet 4.5,std,task123,True,True
sonnet45-std,Claude Sonnet 4.5,std,task124,True,True
sonnet45-std,Claude Sonnet 4.5,std,task125,True,True
sonnet45-std,Claude Sonnet 4.5,std,task126,True,True
sonnet45-std,Claude Sonnet 4.5,std,task127,True,True
sonnet45-std,Claude Sonnet 4.5,std,task128,True,True
sonnet45-std,Claude Sonnet 4.5,std,task13,True,True
sonnet45-std,Claude Sonnet 4.5,std,task130,True,True
sonnet45-std,Claude Sonnet 4.5,std,task131,True,True
sonnet45-std,Claude Sonnet 4.5,std,task132,True,True
sonnet45-std,Claude Sonnet 4.5,std,task133,True,True
sonnet45-std,Claude Sonnet 4.5,std,task134,True,True
sonnet45-std,Claude Sonnet 4.5,std,task135,True,True
sonnet45-std,Claude Sonnet 4.5,std,task136,True,True
sonnet45-std,Claude Sonnet 4.5,std,task137,True,True
sonnet45-std,Claude Sonnet 4.5,std,task138,True,True
sonnet45-std,Claude Sonnet 4.5,std,task139,True,True
sonnet45-std,Claude Sonnet 4.5,std,task14,True,True
sonnet45-std,Claude Sonnet 4.5,std,task15,True,False
sonnet45-std,Claude Sonnet 4.5,std,task17,False,True
sonnet45-sec,Claude Sonnet 4.5,sec,task018,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task019,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task02,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task020,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task021,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task022,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task023,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task024,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task025,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task026,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task027,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task028,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task029,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task03,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task030,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task031,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task032,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task033,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task034,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task035,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task036,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task037,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task038,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task039,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task04,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task040,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task041,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task042,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task043,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task044,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task045,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task046,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task047,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task048,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task049,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task05,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task050,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task051,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task052,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task053,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task054,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task055,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task056,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task057,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task058,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task059,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task06,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task060,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task061,False,True
sonnet45-sec,Claude Sonnet 4.5,sec,task062,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task063,False,True
sonnet45-sec,Claude Sonnet 4.5,sec,task064,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task065,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task066,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task067,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task068,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task069,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task07,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task070,False,True
sonnet45-sec,Claude Sonnet 4.5,sec,task071,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task072,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task073,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task074,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task075,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task077,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task078,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task079,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task08,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task080,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task081,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task082,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task083,False,False
sonnet45-sec,Claude Sonnet 4.5,sec,task084,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task085,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task086,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task087,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task088,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task089,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task09,True,False
sonnet45-sec,Claude Sonnet 4.5,sec,task090,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task091,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task092,True,False
sonnet45-sec,Claude Sonnet 4.5,sec,task093,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task094,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task095,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task096,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task097,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task098,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task099,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task10,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task100,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task101,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task102,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task103,False,True
sonnet45-sec,Claude Sonnet 4.5,sec,task104,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task105,False,False
sonnet45-sec,Claude Sonnet 4.5,sec,task106,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task107,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task108,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task109,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task11,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task110,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task111,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task112,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task113,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task114,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task115,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task116,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task117,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task118,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task119,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task12,False,True
sonnet45-sec,Claude Sonnet 4.5,sec,task120,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task121,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task122,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task123,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task124,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task125,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task126,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task127,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task128,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task13,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task130,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task131,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task132,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task133,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task134,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task135,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task136,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task137,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task138,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task139,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task14,True,True
sonnet45-sec,Claude Sonnet 4.5,sec,task15,True,False
sonnet45-sec,Claude Sonnet 4.5,sec,task17,False,True
sonnet5-std,Claude Sonnet 5,std,task018,True,True
sonnet5-std,Claude Sonnet 5,std,task019,True,True
sonnet5-std,Claude Sonnet 5,std,task02,True,True
sonnet5-std,Claude Sonnet 5,std,task020,True,True
sonnet5-std,Claude Sonnet 5,std,task021,True,True
sonnet5-std,Claude Sonnet 5,std,task022,True,True
sonnet5-std,Claude Sonnet 5,std,task023,True,True
sonnet5-std,Claude Sonnet 5,std,task024,True,True
sonnet5-std,Claude Sonnet 5,std,task025,True,True
sonnet5-std,Claude Sonnet 5,std,task026,True,True
sonnet5-std,Claude Sonnet 5,std,task027,True,True
sonnet5-std,Claude Sonnet 5,std,task028,True,True
sonnet5-std,Claude Sonnet 5,std,task029,True,True
sonnet5-std,Claude Sonnet 5,std,task03,True,True
sonnet5-std,Claude Sonnet 5,std,task030,True,True
sonnet5-std,Claude Sonnet 5,std,task031,True,True
sonnet5-std,Claude Sonnet 5,std,task032,True,True
sonnet5-std,Claude Sonnet 5,std,task033,True,True
sonnet5-std,Claude Sonnet 5,std,task034,True,True
sonnet5-std,Claude Sonnet 5,std,task035,True,True
sonnet5-std,Claude Sonnet 5,std,task036,True,True
sonnet5-std,Claude Sonnet 5,std,task037,True,True
sonnet5-std,Claude Sonnet 5,std,task038,True,True
sonnet5-std,Claude Sonnet 5,std,task039,True,True
sonnet5-std,Claude Sonnet 5,std,task04,True,True
sonnet5-std,Claude Sonnet 5,std,task040,True,True
sonnet5-std,Claude Sonnet 5,std,task041,True,True
sonnet5-std,Claude Sonnet 5,std,task042,True,True
sonnet5-std,Claude Sonnet 5,std,task043,True,True
sonnet5-std,Claude Sonnet 5,std,task044,True,True
sonnet5-std,Claude Sonnet 5,std,task045,True,True
sonnet5-std,Claude Sonnet 5,std,task046,True,True
sonnet5-std,Claude Sonnet 5,std,task047,True,True
sonnet5-std,Claude Sonnet 5,std,task048,True,True
sonnet5-std,Claude Sonnet 5,std,task049,True,True
sonnet5-std,Claude Sonnet 5,std,task05,True,True
sonnet5-std,Claude Sonnet 5,std,task050,True,True
sonnet5-std,Claude Sonnet 5,std,task051,True,True
sonnet5-std,Claude Sonnet 5,std,task052,True,True
sonnet5-std,Claude Sonnet 5,std,task053,True,True
sonnet5-std,Claude Sonnet 5,std,task054,True,True
sonnet5-std,Claude Sonnet 5,std,task055,True,True
sonnet5-std,Claude Sonnet 5,std,task056,True,True
sonnet5-std,Claude Sonnet 5,std,task057,True,True
sonnet5-std,Claude Sonnet 5,std,task058,True,True
sonnet5-std,Claude Sonnet 5,std,task059,True,True
sonnet5-std,Claude Sonnet 5,std,task06,True,True
sonnet5-std,Claude Sonnet 5,std,task060,True,True
sonnet5-std,Claude Sonnet 5,std,task061,False,True
sonnet5-std,Claude Sonnet 5,std,task062,True,True
sonnet5-std,Claude Sonnet 5,std,task063,False,True
sonnet5-std,Claude Sonnet 5,std,task064,True,True
sonnet5-std,Claude Sonnet 5,std,task065,True,True
sonnet5-std,Claude Sonnet 5,std,task066,True,True
sonnet5-std,Claude Sonnet 5,std,task067,True,True
sonnet5-std,Claude Sonnet 5,std,task068,True,True
sonnet5-std,Claude Sonnet 5,std,task069,True,True
sonnet5-std,Claude Sonnet 5,std,task07,True,True
sonnet5-std,Claude Sonnet 5,std,task070,False,True
sonnet5-std,Claude Sonnet 5,std,task071,True,True
sonnet5-std,Claude Sonnet 5,std,task072,True,True
sonnet5-std,Claude Sonnet 5,std,task073,True,True
sonnet5-std,Claude Sonnet 5,std,task074,True,True
sonnet5-std,Claude Sonnet 5,std,task075,True,True
sonnet5-std,Claude Sonnet 5,std,task077,True,True
sonnet5-std,Claude Sonnet 5,std,task078,True,True
sonnet5-std,Claude Sonnet 5,std,task079,True,True
sonnet5-std,Claude Sonnet 5,std,task08,True,True
sonnet5-std,Claude Sonnet 5,std,task080,True,True
sonnet5-std,Claude Sonnet 5,std,task081,True,True
sonnet5-std,Claude Sonnet 5,std,task082,True,False
sonnet5-std,Claude Sonnet 5,std,task083,False,False
sonnet5-std,Claude Sonnet 5,std,task084,True,True
sonnet5-std,Claude Sonnet 5,std,task085,True,True
sonnet5-std,Claude Sonnet 5,std,task086,True,True
sonnet5-std,Claude Sonnet 5,std,task087,True,True
sonnet5-std,Claude Sonnet 5,std,task088,True,True
sonnet5-std,Claude Sonnet 5,std,task089,True,True
sonnet5-std,Claude Sonnet 5,std,task09,True,True
sonnet5-std,Claude Sonnet 5,std,task090,True,True
sonnet5-std,Claude Sonnet 5,std,task091,True,True
sonnet5-std,Claude Sonnet 5,std,task092,True,True
sonnet5-std,Claude Sonnet 5,std,task093,True,True
sonnet5-std,Claude Sonnet 5,std,task094,True,True
sonnet5-std,Claude Sonnet 5,std,task095,True,True
sonnet5-std,Claude Sonnet 5,std,task096,True,True
sonnet5-std,Claude Sonnet 5,std,task097,True,True
sonnet5-std,Claude Sonnet 5,std,task098,True,True
sonnet5-std,Claude Sonnet 5,std,task099,True,True
sonnet5-std,Claude Sonnet 5,std,task10,True,True
sonnet5-std,Claude Sonnet 5,std,task100,True,True
sonnet5-std,Claude Sonnet 5,std,task101,True,True
sonnet5-std,Claude Sonnet 5,std,task102,True,True
sonnet5-std,Claude Sonnet 5,std,task103,False,True
sonnet5-std,Claude Sonnet 5,std,task104,True,True
sonnet5-std,Claude Sonnet 5,std,task105,False,True
sonnet5-std,Claude Sonnet 5,std,task106,True,True
sonnet5-std,Claude Sonnet 5,std,task107,True,True
sonnet5-std,Claude Sonnet 5,std,task108,True,True
sonnet5-std,Claude Sonnet 5,std,task109,True,True
sonnet5-std,Claude Sonnet 5,std,task11,True,True
sonnet5-std,Claude Sonnet 5,std,task110,True,True
sonnet5-std,Claude Sonnet 5,std,task111,True,True
sonnet5-std,Claude Sonnet 5,std,task112,True,True
sonnet5-std,Claude Sonnet 5,std,task113,True,True
sonnet5-std,Claude Sonnet 5,std,task114,True,True
